iter	RMSE
220	3874.08012
221	3871.143253
222	3868.221919
223	3865.99503
224	3862.5198
225	3860.885705
226	3859.846909
227	3858.460614
228	3856.30144
229	3853.701341
230	3849.54475
231	3847.656707
232	3846.98921
233	3845.160446
234	3842.680986
235	3840.874521
236	3839.239746
237	3837.254834
238	3834.673615
239	3832.230933
240	3828.651757
241	3824.893922
242	3823.289926
243	3821.689637
244	3819.46704
245	3817.052745
246	3815.468896
247	3814.841671
248	3813.764087
249	3811.556299
250	3809.38995
251	3807.821829
252	3806.623471
253	3805.625107
254	3803.94094
255	3803.361853
256	3798.112167
257	3794.72088
258	3792.589383
259	3791.12665
260	3789.729512
261	3787.742379
262	3786.336086
263	3784.681456
264	3783.219902
265	3778.948137
266	3775.543943
267	3773.746803
268	3770.656961
269	3765.946162
270	3764.584978
271	3762.825731
272	3761.194558
273	3759.506351
274	3757.707013
275	3755.703883
276	3755.254962
277	3750.442818
278	3748.968203
279	3747.397272
280	3746.063663
281	3743.157347
282	3741.231313
283	3739.827181
284	3738.426855
285	3737.364642
286	3735.472731
287	3733.918692
288	3732.690192
289	3731.795704
290	3730.288307
291	3726.276147
292	3723.651581
293	3720.11603
294	3718.793604
295	3717.358001
296	3715.705245
297	3714.416047
298	3713.233457
299	3710.226828
300	3703.708186
301	3698.199976
302	3694.445402
303	3690.711035
304	3689.440087
305	3688.913926
306	3688.552369
307	3687.322354
308	3684.004999
309	3682.445549
310	3676.598345
311	3673.252211
312	3672.929957
313	3669.79194
314	3669.531313
315	3667.982317
316	3665.267175
317	3663.924562
318	3659.793067
319	3657.627802
320	3656.43667
321	3653.714973
322	3650.392248
323	3649.132684
324	3646.65179
325	3643.330808
326	3642.268451
327	3641.218351
328	3639.876501
329	3639.387082
330	3637.350585
331	3636.314973
332	3634.971379
333	3634.061026
334	3632.518214
335	3629.364743
336	3628.952046
337	3627.27329
338	3626.407321
339	3622.848358
340	3617.393491
341	3615.903342
342	3612.517324
343	3611.393679
344	3609.530198
345	3608.21647
346	3607.331685
347	3606.957243
348	3602.431239
349	3600.105361
350	3599.984843
351	3598.696628
352	3595.678798
353	3593.477067
354	3592.446711
355	3590.376297
356	3588.727918
357	3586.624811
358	3585.096274
359	3582.550017
360	3580.520021
361	3579.726467
362	3578.793646
363	3576.349683
364	3574.944479
365	3572.531904
366	3568.085389
367	3563.840473
368	3562.766014
369	3560.110188
370	3557.746639
371	3556.194296
372	3555.211783
373	3552.280858
374	3550.950681
375	3548.601024
376	3546.348089
377	3545.333936
378	3542.007413
379	3541.349363
380	3539.178781
381	3535.216067
382	3531.299197
383	3527.505755
384	3524.492318
385	3522.414096
386	3519.00769
387	3515.284817
388	3513.270022
389	3510.228184
390	3505.25361
391	3504.91694
392	3502.972486
393	3499.679851
394	3496.644758
395	3494.756838
396	3493.052383
397	3491.154001
398	3488.047588
399	3485.866269
400	3482.862864
401	3481.657608
402	3477.489819
403	3474.615563
404	3472.423283
405	3470.570105
406	3470.263989
407	3468.487224
408	3466.979115
409	3465.581164
410	3465.023011
411	3463.361378
412	3462.953265
413	3462.56027
414	3460.973484
415	3459.970084
416	3458.099691
417	3456.942962
418	3456.67441
419	3455.966445
420	3454.965329
421	3452.264738
422	3450.289672
423	3450.150151
424	3449.10662
425	3446.751603
426	3443.15892
427	3441.825753
428	3438.858922
429	3435.731018
430	3434.034271
431	3433.66421
432	3433.320107
433	3430.392926
434	3428.648786
435	3427.60526
436	3425.424811
437	3424.720102
438	3422.99213
439	3419.500203
440	3417.707064
441	3416.437728
442	3415.35675
443	3413.955982
444	3412.965494
445	3410.717139
446	3408.937961
447	3407.230962
448	3405.42662
449	3402.215104
450	3401.464551
451	3399.536049
452	3395.845165
453	3393.671045
454	3392.450101
455	3390.097599
456	3387.991503
457	3386.766957
458	3384.985669
459	3383.309255
460	3382.985136
461	3379.786896
462	3378.88114
463	3378.113434
464	3376.535287
465	3376.277844
466	3375.304411
467	3372.800114
468	3372.0868
469	3370.107886
470	3366.473383
471	3365.472217
472	3363.730416
473	3362.550119
474	3360.955292
475	3360.210318
476	3358.344049
477	3355.827036
478	3353.91688
479	3352.518185
480	3352.283545
481	3350.340145
482	3348.834659
483	3347.508436
484	3346.63008
485	3345.210898
486	3343.595171
487	3342.023593
488	3341.381943
489	3338.042444
490	3335.729929
491	3334.492808
492	3334.213714
493	3332.070031
494	3331.454822
495	3330.858125
496	3329.563861
497	3329.291279
498	3328.314167
499	3327.704994
500	3326.314932
501	3325.300973
502	3324.347061
503	3322.776862
504	3322.272507
505	3320.342737
506	3318.781601
507	3317.494218
508	3313.964437
509	3312.92958
510	3312.279706
511	3311.194729
512	3308.653974
513	3306.477917
514	3304.99269
515	3303.24697
516	3300.923005
517	3300.441446
518	3298.761104
519	3296.993729
520	3296.501445
521	3295.565977
522	3294.470102
523	3293.672372
524	3290.797577
525	3287.433214
526	3284.673352
527	3283.268803
528	3280.399879
529	3278.674907
530	3277.999245
531	3277.472761
532	3274.711502
533	3274.369076
534	3273.361164
535	3272.188341
536	3270.272371
537	3269.711961
538	3268.4417
539	3267.54309
540	3266.174834
541	3262.855652
542	3260.849773
543	3260.752341
544	3259.848161
545	3257.177897
546	3254.931332
547	3252.843762
548	3250.272682
549	3248.49715
550	3246.493978
551	3245.621861
552	3245.175685
553	3244.544207
554	3241.67375
555	3239.728718
556	3237.845741
557	3235.181818
558	3232.494753
559	3231.95058
560	3230.532623
561	3229.4943
562	3227.802861
563	3226.080226
564	3225.014872
565	3223.655028
566	3221.512794
567	3219.560691
568	3218.715026
569	3217.211772
570	3215.345617
571	3214.474541
572	3212.459657
573	3212.007566
574	3210.206514
575	3207.882676
576	3205.732047
577	3203.329161
578	3202.516424
579	3201.378934
580	3199.078999
581	3198.489688
582	3197.510072
583	3195.780214
584	3195.582511
585	3193.412489
586	3192.051103
587	3189.703445
588	3189.153124
589	3188.713936
590	3187.495474
591	3184.979153
592	3182.33267
593	3181.442051
594	3180.963409
595	3180.500482
596	3176.96204
597	3174.94646
598	3173.88182
599	3172.227226
600	3171.685805
601	3169.902835
602	3168.298882
603	3165.773554
604	3164.01853
605	3162.709143
606	3160.460468
607	3158.017496
608	3155.877857
609	3154.756682
610	3151.473153
611	3150.179083
612	3147.549905
613	3145.393331
614	3144.396649
615	3142.74393
616	3140.961009
617	3140.051284
618	3136.335247
619	3135.959257
620	3133.342374
621	3131.642632
622	3130.261337
623	3128.481367
624	3127.58917
625	3125.884762
626	3124.236193
627	3122.978635
628	3121.726448
629	3119.256083
630	3118.873835
631	3116.719899
632	3115.094588
633	3114.614256
634	3114.121983
635	3111.652505
636	3109.835065
637	3108.106227
638	3106.478945
639	3104.890501
640	3103.440385
641	3101.641318
642	3099.471312
643	3097.538394
644	3095.072307
645	3092.788136
646	3091.64225
647	3090.420009
648	3089.267896
649	3087.344715
650	3084.989605
651	3084.076677
652	3083.660045
653	3081.619454
654	3080.810111
655	3079.920186
656	3075.969065
657	3074.88076
658	3073.790055
659	3071.141974
660	3070.811778
661	3068.885039
662	3068.019816
663	3065.832891
664	3064.298196
665	3063.694908
666	3062.301954
667	3061.728119
668	3060.197073
669	3059.793906
670	3058.80797
671	3058.224478
672	3057.222361
673	3054.545485
674	3052.988361
675	3051.971166
676	3051.14084
677	3050.806133
678	3049.209534
679	3047.549734
680	3046.745564
681	3045.228997
682	3044.279972
683	3043.307783
684	3043.100628
685	3041.596338
686	3039.526251
687	3038.589637
688	3036.766796
689	3034.664174
690	3031.84183
691	3029.84035
692	3027.732817
693	3025.325789
694	3023.014146
695	3022.553629
696	3021.666972
697	3021.313567
698	3019.872816
699	3019.107861
700	3018.682801
701	3017.206552
702	3014.708658
703	3013.033343
704	3012.061753
705	3011.011812
706	3010.143277
707	3009.485266
708	3009.175946
709	3007.706202
710	3007.406335
711	3006.015822
712	3004.620239
713	3003.561252
714	3002.243607
715	3001.813847
716	3000.750749
717	2999.57814
718	2997.50308
719	2995.994196
720	2994.288293
721	2992.373174
722	2990.312811
723	2987.996554
724	2986.437005
725	2985.550226
726	2983.847844
727	2983.554628
728	2982.283469
729	2980.49995
730	2979.696372
731	2977.884306
732	2976.780266
733	2976.46872
734	2976.068196
735	2975.22998
736	2973.512459
737	2971.094424
738	2970.52971
739	2969.941756
740	2968.19041
741	2967.398714
742	2966.647448
743	2966.255997
744	2964.511059
745	2963.074242
746	2961.49343
747	2958.751956
748	2958.01493
749	2957.045283
750	2955.981414
751	2954.937265
752	2954.080858
753	2951.497637
754	2949.55264
755	2948.151317
756	2946.141627
757	2944.962862
758	2943.126926
759	2941.991643
760	2940.581153
761	2940.205264
762	2937.558543
763	2937.074318
764	2935.846852
765	2935.49047
766	2932.63338
767	2931.272385
768	2929.821923
769	2928.720917
770	2928.432721
771	2927.602474
772	2924.993215
773	2922.723098
774	2922.013364
775	2921.289121
776	2920.506882
777	2919.376441
778	2917.747204
779	2915.789772
780	2913.30076
781	2911.665061
782	2910.898053
783	2909.663034
784	2908.867276
785	2907.636626
786	2906.134122
787	2903.484561
788	2901.116448
789	2899.487624
790	2899.196009
791	2897.778358
792	2896.419166
793	2896.061639
794	2894.435644
795	2893.263566
796	2892.61484
797	2889.86793
798	2888.388451
799	2887.501376
800	2885.42437
801	2884.226053
802	2883.944415
803	2881.675607
804	2881.207498
805	2879.216914
806	2876.902648
807	2875.077664
808	2874.805697
809	2873.914881
810	2872.295403
811	2870.959614
812	2868.907265
813	2867.665726
814	2866.155645
815	2865.10243
816	2863.15302
817	2862.135721
818	2861.604875
819	2860.9142
820	2859.857282
821	2858.472049
822	2856.640555
823	2854.441336
824	2853.207033
825	2851.084442
826	2849.648903
827	2849.435299
828	2847.878378
829	2845.397643
830	2845.15112
831	2844.50324
832	2843.501142
833	2843.232924
834	2842.519543
835	2842.216502
836	2841.535328
837	2839.772572
838	2838.953339
839	2838.647744
840	2838.39746
841	2837.562937
842	2836.217409
843	2833.825772
844	2831.536696
845	2829.5263
846	2828.800076
847	2827.174436
848	2825.883967
849	2825.725893
850	2825.519425
851	2825.404274
852	2824.751376
853	2822.533042
854	2822.445943
855	2821.842389
856	2821.490068
857	2820.727005
858	2819.542253
859	2817.537012
860	2817.160278
861	2813.741924
862	2812.672405
863	2811.201172
864	2809.656921
865	2809.258368
866	2808.647206
867	2808.086169
868	2805.857688
869	2804.180291
870	2803.922622
871	2801.80331
872	2801.005247
873	2800.762676
874	2800.207572
875	2798.685391
876	2797.932078
877	2797.551179
878	2796.285992
879	2794.389465
880	2793.840714
881	2792.43449
882	2790.958226
883	2790.735982
884	2789.480842
885	2788.153832
886	2786.04584
887	2784.144969
888	2782.852683
889	2781.978644
890	2781.161412
891	2780.496076
892	2780.000484
893	2778.74692
894	2776.536502
895	2775.271258
896	2774.514994
897	2774.313656
898	2773.864681
899	2772.643515
900	2770.991541
901	2770.094457
902	2768.25934
903	2767.085598
904	2766.235806
905	2764.917977
906	2762.85837
907	2761.490255
908	2761.404524
909	2758.810078
910	2756.802086
911	2754.54748
912	2752.428448
913	2751.743148
914	2750.359691
915	2750.140369
916	2749.098846
917	2748.444396
918	2746.618744
919	2746.162206
920	2744.393695
921	2744.199475
922	2743.159538
923	2742.528837
924	2741.909068
925	2741.450186
926	2740.127581
927	2739.927432
928	2739.036684
929	2738.604038
930	2738.197846
931	2737.58533
932	2736.602017
933	2734.776486
934	2733.083425
935	2731.52509
936	2730.790938
937	2730.25213
938	2729.009813
939	2726.682061
940	2724.972669
941	2722.301125
942	2721.517965
943	2720.424601
944	2718.823468
945	2717.048379
946	2716.330136
947	2715.378705
948	2713.919968
949	2712.160818
950	2710.462561
951	2709.758428
952	2709.003422
953	2707.525399
954	2706.858112
955	2705.624004
956	2704.679403
957	2703.785753
958	2703.251195
959	2701.803841
960	2701.535694
961	2700.761212
962	2699.464595
963	2698.820741
964	2698.135672
965	2697.216267
966	2696.518767
967	2695.698223
968	2694.951726
969	2692.984701
970	2691.258606
971	2688.828634
972	2687.765951
973	2686.457282
974	2683.937519
975	2682.404641
976	2681.1456
977	2680.426528
978	2679.755507
979	2678.148217
980	2675.607051
981	2674.720685
982	2673.664806
983	2672.499804
984	2671.326413
985	2670.043081
986	2669.487533
987	2668.910126
988	2668.702793
989	2668.157777
990	2667.438703
991	2666.152716
992	2664.532587
993	2662.669559
994	2661.573479
995	2660.214401
996	2658.572523
997	2657.171895
998	2656.268236
999	2654.695338
